Record_ID,Student_ID,Survey_Date,Age,Gender,Grade_Level,School_Type,Subject,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Attendance_Percentage,Homework_Completion_Percentage,Study_Method,Tutoring,Internet_Access,Stress_Level,Parent_Support_Level,Previous_Exam_Score,Exam_Score,Final_Result,Teacher_Comment
R0733,S0564,2026-03-08,14.0,Male,Grade 9,Public,Math,0.4,5.9,2.6,86.0,85.0,Private Tutor,No,Yes,Low,High,72.0,79.0,Good,Consistent effort
R0411,S0229,2026-03-14,14.0,Female,Grade 9,International,Science,2.6,8.2,4.5,90.0,99.0,Notebook / Notes,Yes,Yes,Medium,Medium,88.0,100.0,Excellent,No Comment
R1284,S0342,2026-02-20,16.0,Female,Grade 10,Public,Math,3.5,6.9,5.9,94.0,69.0,Online Videos,No,Yes,Low,Medium,90.0,78.0,Good,Good analytical thinking
R1959,S0299,2026-04-22,15.0,Male,Grade 10,Public,History,2.4,5.4,4.6,91.0,83.0,Self Study,No,Yes,Medium,High,58.0,75.0,Good,Homework quality varies
R2086,S0261,2026-03-05,16.0,Male,Grade 9,Private,Math,3.2,6.1,5.7,91.0,74.0,Notebook / Notes,No,Yes,High,Medium,97.0,100.0,Excellent,No Comment
R1491,S0440,2026-03-27,14.0,Female,Grade 9,Private,Science,1.4,4.6,7.4,99.0,76.0,Notebook / Notes,No,Yes,Low,Medium,75.0,74.0,Pass,Homework quality varies
R0771,S0725,2026-04-23,14.0,Female,Grade 12,Public,English,2.2,9.0,3.0,92.0,85.0,Self Study,No,Yes,Low,Low,90.0,89.0,Good,Homework quality varies
R1405,S0622,2026-03-18,17.0,Female,Grade 9,Public,Science,3.2,6.0,3.7,96.0,81.0,Private Tutor,No,Yes,Medium,Medium,100.0,100.0,Excellent,Good analytical thinking
R1260,S0471,2026-11-04,16.0,Female,Grade 11,Public,Math,3.9,8.2,3.4,87.0,87.0,Self Study,No,Yes,Low,Medium,95.0,100.0,Excellent,Absent during some activities
R2043,S0733,2026-04-29,14.0,Female,Grade 9,International,Science,5.4,8.4,4.2,84.0,89.0,Self Study,No,Yes,Low,Medium,100.0,100.0,Excellent,No Comment
R2238,S0275,2026-03-06,13.0,Female,Grade 8,Public,English,3.1,6.7,4.4,84.0,41.0,Group Study,Yes,Yes,Low,High,93.0,92.0,Excellent,No Comment
R2030,S0666,2026-02-09,17.0,Male,Grade 12,Private,Math,3.2,7.3,4.5,90.0,81.0,Self Study,No,No,Low,Medium,93.0,100.0,Excellent,No Comment
R0753,S0145,2026-03-10,13.0,Female,Grade 8,International,Math,1.2,6.9,3.5,70.0,91.0,Private Tutor,No,Yes,Low,High,73.0,89.0,Good,Strong participation
R2367,S0370,2026-04-27,16.0,Male,Grade 11,Public,History,3.7,6.9,2.9,82.0,54.0,Private Tutor,No,Yes,Low,Medium,89.0,100.0,Excellent,Needs better time management
R3148,S0021,2026-02-22,13.0,Male,Grade 8,Public,Science,3.5,6.0,6.9,75.0,76.0,Online Videos,No,No,Medium,Low,100.0,100.0,Excellent,Excellent focus
R0928,S0561,2026-04-18,13.0,Female,Grade 8,Public,History,1.9,7.5,4.8,91.0,97.0,Online Videos,Yes,Yes,Low,High,100.0,92.0,Excellent,Needs revision plan
R2186,S0626,2026-02-21,16.0,Male,Grade 11,Private,History,3.0,7.5,2.4,100.0,61.0,Online Videos,No,Yes,Low,High,100.0,100.0,Excellent,Often distracted
R2130,S0244,2026-03-17,17.0,Female,Grade 12,Private,Math,1.3,7.1,3.0,97.0,75.0,Notebook / Notes,No,Yes,Medium,Medium,84.0,81.0,Good,No Comment
R3430,S0510,2026-04-16,17.0,Male,Grade 12,Private,Science,0.0,6.5,5.8,77.0,72.0,Online Videos,No,Yes,High,Medium,72.0,69.0,Pass,No Comment
R0003,S0553,2026-02-28,15.0,Male,Grade 10,Public,History,3.2,8.5,6.6,94.0,95.0,Group Study,No,Yes,Medium,High,81.0,78.0,Good,Excellent focus
R2558,S0142,2026-04-23,15.0,Male,Grade 10,Public,History,5.5,7.3,3.9,100.0,71.0,Private Tutor,No,Yes,Low,High,100.0,100.0,Excellent,Good analytical thinking
R0635,S0114,2026-02-20,16.0,Male,Grade 11,Private,Computer Science,1.8,7.6,3.3,76.0,93.0,Self Study,No,Yes,Medium,Low,100.0,99.0,Excellent,Good analytical thinking
R1096,S0372,2026-04-27,14.0,Female,Grade 9,International,Computer Science,2.7,8.3,3.3,99.0,78.0,Self Study,No,Yes,Medium,High,90.0,94.0,Excellent,Improved this term
R0779,S0432,2026-04-14,14.0,Male,Grade 12,International,Computer Science,3.4,7.4,4.9,90.0,93.0,Online Videos,Yes,Yes,High,High,100.0,91.0,Excellent,No Comment
R1402,S0517,2026-03-27,14.0,Female,Grade 12,Public,English,1.8,7.0,7.0,82.0,76.0,Self Study,Yes,No,Low,High,75.0,78.0,Good,Absent during some activities
R1828,S0505,2026-04-16,16.0,Female,Grade 11,Public,English,2.7,7.5,3.3,95.0,67.0,Group Study,No,Yes,Medium,Medium,84.0,94.0,Excellent,Absent during some activities
R0473,S0729,2026-04-03,14.0,Male,Grade 9,Private,History,3.2,6.5,5.0,92.0,89.0,Notebook / Notes,Yes,Yes,Medium,Medium,73.0,88.0,Good,Improved this term
R0494,S0614,2026-02-28,17.0,Female,Grade 12,Public,History,1.8,5.0,2.3,93.0,60.0,Private Tutor,No,Yes,Medium,High,80.0,86.0,Good,-
R0931,S0556,2026-04-18,17.0,Female,Grade 12,Private,Computer Science,0.3,6.3,6.5,80.0,61.0,Private Tutor,No,Yes,Low,Low,68.0,69.0,Pass,Strong participation
R2916,S0679,2026-03-20,15.0,Male,Grade 8,Public,History,4.9,9.2,3.7,76.0,74.0,Notebook / Notes,Yes,Yes,Medium,Low,98.0,97.0,Excellent,Needs better time management
R2143,S0643,2026-04-03,15.0,Male,Grade 10,International,History,4.9,6.6,4.4,95.0,60.0,Self Study,No,Yes,High,Medium,81.0,93.0,Excellent,Consistent effort
R0413,S0350,2026-04-19,14.0,Female,Grade 12,Private,English,1.2,8.2,6.3,90.0,94.0,Online Videos,Yes,Yes,High,High,96.0,100.0,Excellent,Consistent effort
R1244,S0210,2026-02-27,16.0,Male,Grade 11,International,English,3.2,6.0,4.6,99.0,71.0,Online Videos,No,No,Low,Medium,85.0,97.0,Excellent,Consistent effort
R1744,S0254,2026-03-28,15.0,Female,Grade 10,Public,Science,0.6,7.6,1.6,86.0,90.0,Self Study,No,Yes,Medium,Medium,90.0,84.0,Good,Consistent effort
R3417,S0217,2026-04-04,15.0,Female,Grade 12,Private,Science,2.3,7.1,3.8,74.0,84.0,Group Study,No,Yes,Medium,Medium,80.0,83.0,Good,Needs better time management
R2740,S0441,2026-04-05,14.0,Female,Grade 9,International,English,4.2,5.8,3.4,80.0,33.0,Online Videos,No,Yes,Medium,Low,82.0,96.0,Excellent,Needs revision plan
R2627,S0398,2026-04-21,15.0,Male,Grade 10,Public,Science,3.9,7.6,5.6,100.0,59.0,Private Tutor,No,Yes,High,High,78.0,92.0,Good,Excellent focus
R2525,S0530,2026-04-18,17.0,Male,Grade 12,Public,English,3.2,9.5,3.6,88.0,45.0,Notebook / Notes,No,Yes,Medium,Medium,88.0,91.0,Excellent,Consistent effort
R1192,S0617,2026-03-19,17.0,Female,Grade 12,Public,Science,0.4,7.2,4.6,88.0,82.0,Group Study,Yes,Yes,High,Low,86.0,85.0,Good,Homework quality varies
R1279,S0493,2026-03-05,16.0,Female,Grade 11,Private,Math,4.3,8.3,3.1,68.0,84.0,Self Study,No,Yes,Low,High,99.0,100.0,Excellent,Excellent focus
R3611,S0291,2026-04-14,13.0,Female,Grade 8,Private,Computer Science,3.2,8.4,4.2,84.0,74.0,Private Tutor,No,Yes,High,Medium,83.0,92.0,Excellent,Good analytical thinking
R1242,S0660,2026-03-21,13.0,Male,Grade 8,Public,English,1.9,7.2,5.3,81.0,63.0,Private Tutor,Yes,Yes,Medium,Medium,77.0,77.0,Good,Absent during some activities
R0595,S0502,2026-03-21,15.0,Female,Grade 10,Public,Math,0.7,7.1,4.8,73.0,79.0,Private Tutor,Yes,No,High,Medium,73.0,79.0,Good,Good analytical thinking
R3798,S0447,2026-04-16,16.0,Female,Grade 11,Public,Computer Science,3.3,6.8,3.8,78.0,76.0,Private Tutor,No,Yes,Medium,High,85.0,82.0,Good,Homework quality varies
R1384,S0256,2026-02-26,17.0,Male,Grade 12,Private,Math,3.3,8.0,1.8,83.0,65.0,Private Tutor,No,Yes,Low,High,100.0,100.0,Excellent,Needs revision plan
R1121,S0549,2026-04-27,14.0,Male,Grade 9,International,English,3.7,6.9,7.0,100.0,68.0,Online Videos,No,Yes,Low,Medium,79.0,81.0,Good,Strong participation
R2644,S0536,2026-04-30,13.0,Male,Grade 9,Public,Math,2.5,7.6,4.6,89.0,74.0,Self Study,Yes,No,Medium,Medium,100.0,100.0,Excellent,Excellent focus
R1296,S0672,2026-02-08,13.0,Female,Grade 8,Public,Science,5.5,7.1,5.5,87.0,54.0,Self Study,No,Yes,Medium,Medium,84.0,100.0,Excellent,Needs better time management
R3439,S0558,2026-04-18,15.0,Female,Grade 10,Public,English,3.7,7.3,5.8,73.0,88.0,Online Videos,Yes,Yes,Medium,High,93.0,96.0,Excellent,No Comment
R3158,S0380,2026-03-12,15.0,Female,Grade 10,Private,History,5.6,7.5,0.5,100.0,67.0,Self Study,No,No,High,Low,98.0,88.0,Good,Often distracted
R0438,S0087,2026-02-13,16.0,Female,Grade 11,Public,English,3.5,7.2,5.0,87.0,81.0,Group Study,No,Yes,Medium,Medium,100.0,92.0,Excellent,Strong participation
R0410,S0060,2026-04-21,15.0,Male,Grade 10,International,English,4.3,7.7,4.8,80.0,62.0,Self Study,No,Yes,Medium,Medium,82.0,88.0,Good,Homework quality varies
R0023,S0729,2026-02-14,14.0,Male,Grade 9,Public,Computer Science,3.2,6.1,2.9,89.0,61.0,Self Study,No,Yes,High,Medium,88.0,100.0,Excellent,Improved this term
R1042,S0305,2026-02-22,13.0,Female,Grade 8,Public,Computer Science,3.2,7.0,4.2,73.0,40.0,Notebook / Notes,No,Yes,Medium,Medium,64.0,69.0,Pass,No Comment
R1182,S0459,2026-04-17,13.0,Female,Grade 8,Public,Science,3.4,5.6,4.1,90.0,75.0,Self Study,Yes,Yes,High,Medium,100.0,99.0,Excellent,Excellent focus
R1747,S0043,2026-02-27,14.0,Female,Grade 9,Public,Science,2.8,6.6,0.8,95.0,87.0,Self Study,Yes,Yes,High,Medium,84.0,90.0,Excellent,-
R2743,S0103,2026-04-17,14.0,Male,Grade 11,Public,English,5.7,7.9,4.2,94.0,71.0,Self Study,Yes,Yes,Medium,High,98.0,100.0,Excellent,Consistent effort
R2519,S0523,2026-03-27,15.0,Male,Grade 10,International,History,3.0,7.2,6.0,92.0,68.0,Self Study,No,Yes,Low,Medium,74.0,82.0,Excellent,Strong participation
R1029,S0261,2026-04-11,15.0,Male,Grade 10,International,Computer Science,4.9,8.5,0.8,84.0,100.0,Group Study,No,Yes,Medium,Low,100.0,100.0,Excellent,Good analytical thinking
R3691,S0253,2026-05-01,15.0,Male,Grade 10,Public,English,5.6,8.1,4.1,81.0,50.0,Private Tutor,No,Yes,Medium,Medium,91.0,100.0,Excellent,Consistent effort
R1370,S0027,2026-04-11,15.0,Male,Grade 10,Public,Computer Science,1.2,7.8,5.3,100.0,95.0,Self Study,No,Yes,Medium,Medium,92.0,94.0,Excellent,Homework quality varies
R2750,S0050,2026-03-14,16.0,Male,Grade 11,International,Science,3.3,6.7,3.1,78.0,88.0,Self Study,No,Yes,Medium,Low,100.0,99.0,Excellent,Excellent focus
R2349,S0071,2026-03-03,15.0,Male,Grade 10,Public,Computer Science,2.0,7.5,5.2,88.0,76.0,Self Study,Yes,Yes,High,Low,73.0,74.0,Pass,Homework quality varies
R1560,S0094,2026-04-02,14.0,Male,Grade 9,Public,Science,4.6,6.1,0.5,83.0,82.0,Self Study,Yes,Yes,High,High,81.0,85.0,Good,Homework quality varies
R3813,S0142,2026-04-01,13.0,Female,Grade 8,International,History,1.5,6.1,0.5,86.0,67.0,Self Study,Yes,Yes,Medium,High,100.0,100.0,Excellent,Good analytical thinking
R0681,S0705,2026-02-03,17.0,Male,Grade 12,Private,Computer Science,2.7,7.2,4.2,87.0,91.0,Self Study,No,Yes,Medium,High,96.0,100.0,Excellent,Often distracted
R1175,S0323,2026-04-01,13.0,Male,Grade 8,Public,Science,4.8,5.3,3.0,91.0,100.0,Online Videos,No,Yes,High,Medium,89.0,96.0,Excellent,Often distracted
R2232,S0620,2026-03-04,13.0,Male,Grade 8,Private,Science,5.0,7.0,4.2,90.0,100.0,Notebook / Notes,Yes,Yes,Medium,Medium,90.0,100.0,Excellent,Good analytical thinking
R2418,S0676,2026-02-19,16.0,Male,Grade 8,International,Math,2.9,8.7,6.5,81.0,66.0,Group Study,No,Yes,Low,Low,74.0,76.0,Good,No Comment
R2527,S0282,2026-03-03,13.0,Female,Grade 8,Private,Math,1.6,9.1,4.9,84.0,93.0,Private Tutor,Yes,Yes,Medium,Low,77.0,87.0,Good,Excellent focus
R0282,S0073,2026-02-17,16.0,Female,Grade 11,Public,Science,4.1,7.6,6.6,91.0,62.0,Online Videos,No,Yes,High,Medium,91.0,79.0,Good,Needs better time management
R0173,S0560,2026-03-20,16.0,Male,Grade 11,Public,Computer Science,3.0,8.6,2.8,88.0,100.0,Online Videos,No,Yes,High,Medium,100.0,100.0,Excellent,Needs revision plan
R1826,S0230,2026-04-29,15.0,Male,Grade 8,Public,English,3.5,7.2,5.3,80.0,96.0,Self Study,Yes,Yes,High,High,97.0,100.0,Excellent,Strong participation
R0178,S0445,2026-05-01,15.0,Male,Grade 10,Public,Science,3.2,6.5,5.5,88.0,56.0,Self Study,No,Yes,Low,High,81.0,85.0,Good,No Comment
R0855,S0131,2026-02-16,13.0,Female,Grade 8,International,History,3.9,8.1,6.6,88.0,73.0,Self Study,No,Yes,Medium,Low,75.0,81.0,Good,Needs better time management
R0925,S0540,2026-02-22,15.0,Female,Grade 10,Private,Math,5.4,8.0,6.5,91.0,87.0,Online Videos,Yes,Yes,Medium,Medium,99.0,100.0,Excellent,Needs revision plan
R0628,S0271,2026-03-12,14.0,Male,Grade 9,International,History,5.9,6.4,4.2,82.0,83.0,Online Videos,No,Yes,Medium,High,100.0,100.0,Excellent,No Comment
R2354,S0109,2026-02-14,16.0,Female,Grade 11,Public,Science,2.7,6.3,7.9,95.0,79.0,Self Study,No,Yes,High,High,59.0,92.0,Pass,Needs revision plan
R0133,S0587,2026-02-15,15.0,Female,Grade 10,International,English,2.8,5.4,4.2,95.0,45.0,Notebook / Notes,No,Yes,Low,Low,88.0,79.0,Good,Strong participation
R0929,S0717,2026-03-15,17.0,Female,Grade 12,International,English,3.2,6.0,4.1,91.0,89.0,Self Study,Yes,Yes,High,Low,81.0,87.0,Good,Consistent effort
R1800,S0544,2026-03-26,15.0,Male,Grade 10,Public,History,1.9,8.2,1.0,94.0,57.0,Private Tutor,Yes,Yes,Medium,Medium,90.0,98.0,Excellent,No Comment
R0172,S0161,2026-02-26,14.0,Male,Grade 9,Private,History,3.3,8.8,4.2,88.0,69.0,Self Study,No,No,Medium,Medium,79.0,89.0,Good,Improved this term
R1448,S0622,2026-04-22,16.0,Male,Grade 10,Public,Computer Science,3.2,6.9,2.3,78.0,76.0,Group Study,Yes,Yes,Medium,High,82.0,89.0,Good,No Comment
R1625,S0467,2026-03-25,16.0,Male,Grade 11,International,Computer Science,3.5,6.8,3.6,93.0,49.0,Notebook / Notes,No,Yes,Low,Medium,93.0,94.0,Excellent,Consistent effort
R0374,S0429,2026-03-01,13.0,Male,Grade 8,Public,English,4.9,7.0,2.5,81.0,76.0,Group Study,No,Yes,Medium,Low,99.0,98.0,Excellent,Improved this term
R2019,S0086,2026-02-24,16.0,Female,Grade 11,Public,Computer Science,1.3,7.8,6.2,87.0,68.0,Self Study,No,Yes,Medium,High,73.0,84.0,Good,Homework quality varies
R2309,S0295,2026-03-26,15.0,Male,Grade 10,International,English,4.2,7.9,4.2,88.0,77.0,Online Videos,Yes,Yes,High,High,86.0,100.0,Excellent,Consistent effort
R3810,S0734,2026-02-24,17.0,Male,Grade 9,Private,Computer Science,3.8,6.6,4.4,84.0,87.0,Group Study,No,Yes,Medium,High,92.0,97.0,Excellent,Consistent effort
R0223,S0235,2026-02-24,13.0,Female,Grade 10,Private,History,4.1,7.2,3.9,82.0,60.0,Online Videos,Yes,Yes,Low,Low,93.0,90.0,Excellent,Homework quality varies
R0012,S0604,2026-04-22,17.0,Female,Grade 12,Public,English,3.7,8.2,4.2,81.0,68.0,Online Videos,Yes,Yes,Medium,Medium,73.0,92.0,Excellent,Needs revision plan
R1630,S0163,2026-02-09,17.0,Female,Grade 12,International,English,3.4,7.4,5.6,87.0,69.0,Online Videos,No,Yes,Medium,Low,85.0,82.0,Good,Homework quality varies
R1130,S0205,2026-04-27,17.0,Female,Grade 12,Private,History,3.6,5.2,4.5,98.0,70.0,Group Study,No,Yes,High,Medium,91.0,94.0,Excellent,Often distracted
R0104,S0421,2026-03-28,15.0,Male,Grade 12,Public,Science,4.8,7.8,1.1,100.0,54.0,Online Videos,No,Yes,Low,Medium,100.0,100.0,Excellent,Strong participation
R2945,S0726,2026-02-11,17.0,Male,Grade 12,Public,Science,1.5,7.0,4.9,97.0,67.0,Notebook / Notes,Yes,Yes,Medium,High,76.0,85.0,Good,Improved this term
R3104,S0355,2026-03-25,16.0,Female,Grade 11,Public,History,1.3,7.2,5.9,93.0,86.0,Self Study,Yes,Yes,Medium,Low,91.0,84.0,Good,Needs revision plan
R1140,S0408,2026-04-13,13.0,Female,Grade 8,Public,Computer Science,2.9,5.4,2.3,96.0,74.0,Online Videos,Yes,Yes,High,Low,100.0,99.0,Excellent,Good analytical thinking
R2365,S0425,2026-02-15,13.0,Female,Grade 8,Public,Science,4.7,7.2,5.0,87.0,63.0,Private Tutor,No,No,Low,High,100.0,100.0,Excellent,Excellent focus
R1162,S0505,2026-12-04,13.0,Female,Grade 8,Public,Math,2.6,7.4,4.2,85.0,84.0,Private Tutor,No,Yes,Low,Medium,81.0,84.0,Good,Often distracted
R0212,S0366,2026-03-19,15.0,Female,Grade 10,Public,English,2.6,7.1,3.7,87.0,76.0,Group Study,No,Yes,High,Low,85.0,84.0,Good,Needs better time management
R0499,S0202,2026-04-04,14.0,Male,Grade 9,Private,Science,2.9,8.1,3.9,96.0,55.0,Notebook / Notes,No,Yes,Medium,Low,65.0,64.0,Pass,Homework quality varies
R2502,S0106,2026-03-21,16.0,Female,Grade 11,Private,English,3.7,6.7,4.2,80.0,77.0,Online Videos,No,Yes,High,Medium,81.0,93.0,Excellent,Often distracted
R1691,S0631,2026-04-28,17.0,Female,Grade 12,Private,Science,3.3,7.5,4.2,74.0,52.0,Online Videos,No,Yes,Medium,Low,67.0,79.0,Good,Needs revision plan
R2402,S0580,2026-03-15,17.0,Female,Grade 12,Public,English,3.2,8.3,4.8,79.0,74.0,Notebook / Notes,No,No,High,Low,78.0,92.0,Excellent,Improved this term
R1073,S0231,2026-02-10,17.0,Male,Grade 10,Public,History,4.1,5.6,3.6,80.0,77.0,Online Videos,No,Yes,Low,Low,100.0,100.0,Excellent,Consistent effort
R1796,S0322,2026-02-12,13.0,Male,Grade 11,Private,History,2.9,5.1,5.2,100.0,64.0,Notebook / Notes,Yes,Yes,Medium,Low,82.0,84.0,Good,No Comment
R2147,S0062,2026-03-28,13.0,Male,Grade 8,Public,Computer Science,0.3,7.7,7.4,80.0,46.0,Online Videos,Yes,Yes,Medium,Medium,81.0,77.0,Good,Good analytical thinking
R2864,S0615,2026-04-10,13.0,Female,Grade 8,Public,Computer Science,4.3,7.2,7.1,76.0,60.0,Notebook / Notes,No,Yes,Medium,Medium,73.0,83.0,Good,Needs revision plan
R1815,S0447,2026-03-27,13.0,Male,Grade 8,Private,English,1.6,7.3,3.3,88.0,70.0,Online Videos,No,Yes,Medium,High,93.0,90.0,Excellent,Often distracted
R0614,S0732,2026-04-18,16.0,Female,Grade 12,Public,Math,6.0,8.9,4.2,72.0,77.0,Online Videos,No,Yes,High,Medium,87.0,85.0,Good,Needs better time management
R0085,S0728,2026-04-24,17.0,Male,Grade 12,Private,History,2.8,7.7,4.4,72.0,100.0,Notebook / Notes,No,Yes,Low,High,97.0,100.0,Excellent,Homework quality varies
R1902,S0624,2026-02-13,13.0,Male,Grade 8,Public,History,1.5,7.8,5.3,84.0,84.0,Self Study,No,Yes,High,Medium,92.0,90.0,Excellent,Absent during some activities
R2332,S0238,2026-03-09,17.0,Female,Grade 12,International,Science,1.7,7.8,2.4,86.0,71.0,Private Tutor,Yes,No,Medium,Medium,95.0,99.0,Excellent,Consistent effort
R2968,S0664,2026-04-06,14.0,Male,Grade 9,Private,English,2.4,7.7,3.9,87.0,71.0,Self Study,No,Yes,Medium,High,90.0,92.0,Excellent,Needs revision plan
R0588,S0421,2026-02-13,15.0,Female,Grade 10,Public,History,3.2,7.8,3.8,97.0,71.0,Private Tutor,No,Yes,High,Medium,60.0,77.0,Good,No Comment
R2796,S0300,2026-03-29,14.0,Female,Grade 9,Private,English,4.9,7.2,3.7,78.0,63.0,Self Study,No,Yes,Low,Medium,90.0,90.0,Excellent,Often distracted
R1495,S0578,2026-10-03,17.0,Male,Grade 12,Public,Computer Science,5.0,8.8,5.7,89.0,76.0,Self Study,Yes,Yes,High,Medium,96.0,100.0,Excellent,Consistent effort
R3030,S0748,2026-03-25,16.0,Male,Grade 11,Private,History,1.9,6.3,4.3,77.0,90.0,Self Study,No,Yes,Medium,Medium,76.0,83.0,Good,Homework quality varies
R2371,S0439,2026-03-17,15.0,Female,Grade 10,Private,History,1.3,9.4,4.4,99.0,79.0,Private Tutor,No,Yes,Medium,Low,86.0,84.0,Good,Good analytical thinking
R2085,S0451,2026-03-28,15.0,Female,Grade 10,Public,English,5.1,6.8,3.5,95.0,67.0,Self Study,No,Yes,Low,Medium,100.0,100.0,Excellent,No Comment
R2005,S0224,2026-04-22,14.0,Male,Grade 9,Private,Computer Science,3.4,7.2,5.0,89.0,80.0,Self Study,Yes,Yes,Medium,High,100.0,100.0,Excellent,Needs better time management
R1508,S0024,2026-03-20,17.0,Male,Grade 12,Public,Math,1.8,5.2,6.0,100.0,59.0,Self Study,Yes,Yes,Low,Low,86.0,83.0,Good,Often distracted
R0004,S0169,2026-02-08,16.0,Female,Grade 11,Private,Computer Science,4.6,7.4,3.6,81.0,59.0,Self Study,Yes,Yes,Medium,Medium,97.0,94.0,Excellent,Good analytical thinking
R3536,S0495,2026-04-27,14.0,Male,Grade 9,Private,Science,3.6,7.6,8.1,88.0,68.0,Notebook / Notes,No,Yes,High,Medium,80.0,93.0,Excellent,No Comment
R1534,S0078,2026-03-17,15.0,Male,Grade 10,Public,Computer Science,3.0,7.6,4.9,81.0,84.0,Online Videos,No,Yes,Medium,High,98.0,100.0,Excellent,Improved this term
R2538,S0527,2026-02-13,16.0,Male,Grade 11,Public,Computer Science,5.9,5.3,4.6,96.0,100.0,Self Study,No,Yes,Medium,Low,89.0,100.0,Excellent,Absent during some activities
R0045,S0046,2026-02-01,15.0,Male,Grade 10,Public,Math,2.9,7.2,2.8,80.0,70.0,Private Tutor,No,Yes,Low,Medium,92.0,96.0,Excellent,Often distracted
R0888,S0308,2026-04-06,15.0,Male,Grade 8,International,Computer Science,5.1,8.2,6.7,85.0,76.0,Online Videos,Yes,Yes,Medium,Low,90.0,95.0,Excellent,Needs revision plan
R3597,S0437,2026-03-22,13.0,Male,Grade 8,Private,Science,5.2,7.6,7.3,93.0,67.0,Private Tutor,No,Yes,Low,Medium,93.0,92.0,Excellent,Excellent focus
R3257,S0379,2026-02-08,13.0,Female,Grade 8,Public,History,2.9,6.5,3.3,72.0,84.0,Group Study,Yes,Yes,Medium,Medium,94.0,92.0,Excellent,Excellent focus
R2462,S0140,2026-04-21,17.0,Male,Grade 12,Private,Science,2.5,7.0,4.0,86.0,70.0,Private Tutor,Yes,Yes,Medium,Low,83.0,85.0,Good,Strong participation
R2468,S0409,2026-02-04,15.0,Female,Grade 11,Private,English,2.2,9.0,2.1,73.0,95.0,Self Study,No,Yes,Low,High,89.0,100.0,Excellent,Needs revision plan
R2834,S0640,2026-02-15,17.0,Male,Grade 12,Public,Math,2.4,7.2,4.9,69.0,81.0,Self Study,Yes,Yes,High,High,77.0,75.0,Good,Absent during some activities
R0541,S0135,2026-02-01,16.0,Female,Grade 11,International,Computer Science,2.5,5.9,5.5,95.0,71.0,Group Study,No,Yes,Medium,Medium,95.0,88.0,Good,Homework quality varies
R0511,S0453,2026-02-08,15.0,Female,Grade 10,Public,History,4.1,8.9,4.4,68.0,100.0,Self Study,Yes,Yes,Medium,Medium,100.0,100.0,Excellent,Needs better time management
R0082,S0538,2026-03-25,17.0,Male,Grade 12,Private,History,1.3,8.9,4.8,79.0,100.0,Online Videos,No,Yes,High,Low,74.0,75.0,Good,No Comment
R3082,S0076,2026-04-12,16.0,Female,Grade 11,Public,Science,4.9,5.9,4.8,88.0,76.0,Group Study,No,Yes,Medium,High,94.0,100.0,Excellent,No Comment
R2449,S0220,2026-02-13,13.0,Male,Grade 8,Public,Science,2.8,7.2,5.6,85.0,100.0,Self Study,No,Yes,Medium,Medium,93.0,95.0,Excellent,No Comment
R3128,S0097,2026-04-24,17.0,Male,Grade 12,International,History,4.7,6.2,4.2,87.0,84.0,Online Videos,No,Yes,Low,Low,91.0,97.0,Excellent,Absent during some activities
R0780,S0201,2026-03-10,13.0,Male,Grade 8,Private,Math,3.0,7.1,2.2,91.0,77.0,Online Videos,No,Yes,Medium,Low,95.0,90.0,Excellent,Improved this term
R0433,S0478,2026-02-19,14.0,Male,Grade 9,Public,Science,3.1,7.7,5.9,89.0,71.0,Self Study,No,Yes,Low,High,100.0,91.0,Excellent,Strong participation
R0708,S0118,2026-04-06,13.0,Female,Grade 12,Public,Science,4.5,7.0,1.9,87.0,83.0,Private Tutor,No,No,High,High,100.0,100.0,Excellent,No Comment
R2579,S0658,2026-04-24,15.0,Male,Grade 10,Public,Science,3.6,7.6,3.1,94.0,81.0,Self Study,Yes,Yes,Medium,Low,92.0,100.0,Excellent,Strong participation
R3415,S0606,2026-03-27,13.0,Male,Grade 8,Public,English,4.7,8.2,4.9,90.0,51.0,Group Study,Yes,Yes,High,Medium,100.0,100.0,Excellent,Needs better time management
R1897,S0339,2026-04-30,16.0,Female,Grade 11,Private,English,3.0,5.7,3.5,93.0,99.0,Group Study,Yes,No,Medium,Medium,99.0,97.0,Excellent,Needs better time management
R0332,S0458,2026-03-11,15.0,Male,Grade 10,Private,Science,3.0,6.6,3.7,90.0,85.0,Notebook / Notes,No,Yes,Medium,Medium,79.0,99.0,Excellent,Strong participation
R1350,S0449,2026-02-02,13.0,Female,Grade 8,Public,History,2.6,7.5,4.6,86.0,80.0,Group Study,Yes,Yes,Medium,Medium,89.0,93.0,Excellent,Needs better time management
